ID,label,type,buyer_type,city
EU_body_2fe2c94364f8979cf4f46d36f8ff0f9ac943826fabf0e7139c55548388171bc7,Centrul Roman Pentru Promovarea Comertului,buyer,NATIONAL_AUTHORITY,Bucuresti
RO_body_2a54a6a9d5e1a28e076a330839d4521db73ec72c4760379f1438e64a935c1ac6,Centrul Teritorial De Calcul Electronic S.A.,bidder,,Piatra Neamt
RO_body_60ddb5cca6ef210a60fbe1fef75e0f66aa9852a13325d8fe2e78aee35caf9ff2,Ceot Med S.R.L.,bidder,,Bucuresti Sectorul 3
RO_body_fa33d365239c82b22c2b84e2e63aa7819236a83f45b743a516cd43de10f6b53b,Ceprohart S.A.,bidder,,Braila
EU_body_fa8bf2a493e69d11b5ebae85074c8262234abef47076e36f1a60aadd4e1cb442,Ceris Prod S.R.L.,bidder,,Craiova
RO_body_58b4ee177554e02903ab25d302f2617f139d3c59ac8224ce8969f75e182869c5,Certasig-Societate De Asigurare Si Reasigurare S.A.,bidder,,Bucuresti
EU_body_4ec881dac25a27a921c848dbb7bdf86ea9d5fb11c3717351e20df2da18ad9dfd,Certsign S.R.L.,bidder,,Bucuresti
EU_body_733bc0b07d42b894d3a57b26be559c9f2ea66b1fe34781722a4eb883831cde53,Cet Govora S.A,buyer,PUBLIC_BODY,Ramnicu Valcea
EU_body_63ae7d788764d3417b5b0a2c3cfcbdc1827f1cd7260c571a0cadb440af4e3fff,Cet S.A. Bacau,buyer,PUBLIC_BODY,Bacau
RO_body_f5eb75ca1066304342e94ca95a80392aaea8e356c72e3fc890bd734bf18af8a9,Cezar Xyz S.R.L.,bidder,,Satu Mare
hash::group_RO_body_9e47e889f59105b792b44eafa509fed280b8085a6aba47c0e04dc59034796cad,Cezarom S.R.L.,bidder,,Constanta
EU_body_a9851167130b96ec0390362529d9e2e955addd7c2f572bed0f1fa8222841469d,Cg&Gc Intelligent Technology S.A.,bidder,,Bucuresti
RO_body_cd0afa92815240650d3254663f68d7b925897e6d46581210064bbfd83239727d,Cg&Gc Intelligent Technology S.A.,bidder,,Bucuresti Sectorul 4
hash::group_RO_body_b72d2037a34044dd6246120890e2497bf4adb0f72367deb305ba880bb356c852,Ch Transbeton Constructii S.R.L.,bidder,,Cluj Napoca
RO_body_81884b68be118c7928e739cf2a559e6bf592089bdc429b2f1b37a748426ed3d8,Charlie Comat S.R.L.,bidder,,Craiova
EU_body_81884b68be118c7928e739cf2a559e6bf592089bdc429b2f1b37a748426ed3d8,Charlie Comat Srl,bidder,,Craiova
RO_body_6a85877f6eac7628ce47fa83b41d9b3e7aecbcddc6a189809a798c82dbe88de7,Cheia Impex S.R.L.,bidder,,Braila
EU_body_22d7362ef736affb564b64c90a89de1c0bd8063d06dd34a9fa524eb5be876aab,Chelgate Ltd Uk,bidder,,Bucuresti
EU_body_72a2214b215712a739c24579b5953529dd606e8b57a1f6dc45a84e1ac87c05cf,Chemical Company S.A.,bidder,,Iasi
RO_body_cae405243b09bf5b501673a54de6db6383561fd87c0542403e28abfc09b4083d,Chemical Company S.A.,bidder,,Iasi
EU_body_682468467d93bf3927a789e8d1e2711ec172e019c0beb388fa200f4974f9d893,Cheminst & Industry Import Export S.R.L.,bidder,,Bucuresti
hash::group_RO_body_e059c001c886f885c38cb863a155a44c4c0efd0146be8eda45a3978ec4baae4e,Cheminst & Industry Import Export S.R.L.,bidder,,Bucuresti
EU_body_2ff36c9d0530fbaceffb9e5e45e27d68cf39c4a7d3992661cc0174ac9926a61e,Cheminst Medical S.R.L.,bidder,,Bucuresti
RO_body_7d0e751d1b80a11cf746a3302beeb2147cdae964813998f4059e909e73fa6d2d,Cheminst Medical S.R.L.,bidder,,Bucuresti Sectorul 2
RO_body_f3359182675d08e9ce196ec2843ab6a83fbdda54fd67d406d11e0abf8b8cab6b,Chemix S.R.L.,bidder,,Bucuresti Sectorul 6
hash::group_RO_body_1a8a5b23993f48f12b3f60e9ef3043d7f85dbeaa8cdf5a30daef999314d8725f,Chemtex S.R.L.,bidder,,Brasov
EU_body_49aa503922443774584401266b466db74cb30f5c2cfd3b7d1e668f2a538926c5,Cheque Dejeuner Romania S.R.L.,bidder,,Bucuresti
RO_body_9b46b7bf64adc35ecff8d4125b98f1aaa73366e89f7162e2387d1e6c0e6f0b87,Cheque Dejeuner Romania S.R.L.,bidder,,Bucuresti Sectorul 3
EU_body_365e7bca5a29c5fdb5591ba00a1433d48a8872f2c17945fd8abba159e1b81cb5,Chic 98 S.R.L.,bidder,,Bucuresti
RO_body_2d3d6a3435c22d0f268e24371c4a45eb8f8d347c6439ef9caeaa13f349e0d6bd,Chic 98 S.R.L.,bidder,,Bucuresti Sectorul 3
RO_body_e6eca5a0cd4d9769c2d000c3b853912174a20ef6abbf2f540d6057c9184ff390,Chimex S.R.L.,bidder,,Suceava
RO_body_2d063260f116ae7825e71748ae0751e3e15c6838457ea5c9b105a84390ecb620,Chimexim S.A.,bidder,,Bucuresti Sectorul 3
EU_body_47c01df480bd3b8c4e439a938b9226225fbc12712efeb39d9ade2fcc94c591d0,Chimimportexport Plurimex S.R.L.,bidder,,Bucuresti
RO_body_5b3a5a9b2271e80906cb6844e97f039d7156e2e7c0871dfcf7ba35adabbb1a6e,Chimimportexport Plurimex S.R.L.,bidder,,Bucuresti Sectorul 2
EU_body_45407d35900dbca76b39b17e228344b09f16869bc27da94e8dd6430a9c0806e6,Chimimportexport Plurimex Srl,bidder,,Bucuresti
RO_body_b6dab663b89ddc400611aa8a9c68209c1a4cf0769496057f0bed42aeae445b2b,Chimopar S.A.,bidder,,Bucuresti Sectorul 3
RO_body_5e46de1b558ee302b7c894e317666e05a8fcd376fd76a7884b390f39fb739fdb,Chiorean Company S.R.L.,bidder,,Satu Mare
RO_body_b0c19bc2b1265c06e12c0b93e5ff6d701e1bee31967ef20bba9e0be3d9d067d7,Chiorean S.R.L.,bidder,,Satu Mare
RO_body_8d4c35f129c06cb96290a2a7180519117a813b0f26a7a93c89391b5778a27013,Chris Consulting S.R.L.,bidder,,Vaslui
EU_body_87bfb9658625930ccf6359495e1046a8af2aa1ba3eaacb925a1f6bf5099fcfec,Chrome Computers S.R.L.,bidder,,Bucuresti
RO_body_31a97c8182374a1f68e2c02db06c2635329c6d51fdf7e6f18b7e606113082fe3,Chrome Computers S.R.L.,bidder,,Bucuresti Sectorul 2
RO_body_dcad85f4b421f52520a9492bcc3aa068c2b51257a73cd55001204e8d80afc793,Chronos Trade S.R.L.,bidder,,Bucuresti Sectorul 4
RO_body_55d55929f4722177ba76e28cd794495e0abc27afa5804d0a50a87ba69515e17b,Cibertrans S.R.L.,bidder,,Focsani
EU_body_4e00a21845656057812cc6d57fe893fe2ebe8dcb702db3c4f708bd8a269f70fe,Cibibon Srl,bidder,,Piatra Neamt
RO_body_1a3a1651fcd776787218214914c7df17fd7bc14d013e2709630d43fea7079867,Cic Cons S.R.L.,bidder,,Braila
RO_body_6a3d6bf0442e1e9afbe98972f71fc660908dee4ec6cec5e1f19f24bc0ba13679,Ciciric Birotica Construct S.R.L.,bidder,,Tulcea
RO_body_651ecccf42aef9832c7bf48af8fae8fad0892fb62ead8bde73f15e6e36f0fb43,Cico Dart S.R.L.,bidder,,Constanta
RO_body_3210b068256cd65507f685d83322d39f46ae711538427a27a676b7a0f7129179,Cicom S.R.L.,bidder,,Targoviste
RO_body_480920cd4e35a60abe521592ee2b934272870ed2d0dfd043f2236d43f463bf7f,Ci-El Import-Export S.R.L.,bidder,,Bucuresti Sectorul 2
RO_body_846485aec4c71358aefe6c16b41942c4b154b46c1500611c134dba48f5b935de,Cip Consulting & Distribution S.R.L.,bidder,,Bucuresti Sectorul 2
RO_body_fff79e77f47cdee68160ca373b23cbd970f7c324295cb3d5eb5e847f1c88b355,Cipalser S.R.L.,bidder,,Timisoara
RO_body_74c0486f21538e45b3e84dbb618065c2c4dc5e1ffacb70b3ce3bafe044c77be1,Cipi House Design S.R.L.,bidder,,Alba Iulia
RO_body_9f35912cd45d50794004e20888ae49ecb811f32a151728697c5e0ca5f287e5ca,Cipsor Construct S.R.L.,bidder,,Galati
EU_body_0d88c6701fcdaf6b2eb2f1eac6d9f51cf8e973a4c702f862b82835745bf596f7,Circul Globus Bucuresti,buyer,OTHER,Bucuresti
RO_body_855a707ed11f8d21efe46f492f1c95e18ea56bfa22e46306314504531c2ac84e,Ciro Company S.R.L.,bidder,,Vaslui
RO_body_00ad2f3957b0e477366fe94baa2bd0298071c019b47fee886a16396b025524a9,Cis Medical Construct S.R.L.,bidder,,Bucuresti Sectorul 2
RO_body_4548fc7cbe9cc0e11e182f7feb3dd99a69213360e5cde6e28134f0b90c662276,Cityclima S.R.L.,bidder,,Iasi
RO_body_86ece46363a1dc58f0909a6f0bc0597ba9924a2bf2d20afdfa33acd7f16776ed,Civic Service It S.R.L.,bidder,,Constanta
RO_body_7078de4595baa44ef4ece594f798cd5d7397868f10091c5184966ed878dda093,Civindpro S.R.L.,bidder,,Timisoara
hash::group_RO_body_ba1133fbc18fb98a241634e67a2564fb2dc1143f97c02238777a8b6330c77566,Civitas Dir S.R.L.,bidder,,Craiova
RO_body_0ae6c9440e1c0b1a56d5bb591d415d6a3e6256cb1c232eb87f68e5a80781f0fa,Civitas P.S.G. S.R.L.,bidder,,Craiova
EU_body_0ae6c9440e1c0b1a56d5bb591d415d6a3e6256cb1c232eb87f68e5a80781f0fa,Civitas P.S.G. Srl,bidder,,Craiova
RO_body_ec6d35cd64ca8606e88982e015d933301ab9da2774662ac680dc06238d7d739e,Civitas Systems S.R.L.,bidder,,Craiova
EU_body_624eff3e24abf127b7b5bdf5e3a00c64756b620ee4e8c6e1201ff0e6cf317f7e,Clamari Trading Impex S.R.L.,bidder,,Bucuresti
RO_body_f90a05a89ccd023a2ad22384e8be4e9ed14a0cd55792cb6384c24b3ec44fb615,Clamiso S.R.L.,bidder,,Alba Iulia
RO_body_816159594256ed4e1ac164b91c240ac0cdda72e10a077c349c1b6069ba20b617,Clar Professional,bidder,,Iasi
RO_body_8f73bc532ff3e282b196c6a9106f33dd673f747a231b98ba1e3c0ef29f700d7f,Class Birotica S.R.L.,bidder,,Bucuresti Sectorul 2
RO_body_21323a87d9ab0c5e24b391ed978a6f8f9e11902640c2435a331361914387f2e1,Class Distribution S.R.L.,bidder,,Timisoara
RO_body_81495e2302588bd28d81cc493eca94f528a40f830cc59897e3556ae3384ef76e,Clean Place Ro S.R.L.,bidder,,Targu Mures
RO_body_7a5925222dac3153e3d30f1475a703db007e554a3aeb07cfe6e86007c7fbc296,Click Birotica Srl,bidder,,Bucuresti Sectorul 1
RO_body_1f6747c06e0d120ce472f5246be5180d9aeaebd8e1adbf73dc782dce4c13a9fe,Clima Design S.R.L.,bidder,,Cluj Napoca
hash::group_RO_body_70e74dac076ff438f24047afb177db210418930d0e42da1f9f7a98ae4170cb0a,Clima Therm Center S.R.L.,bidder,,Iasi
EU_body_70e74dac076ff438f24047afb177db210418930d0e42da1f9f7a98ae4170cb0a,Clima Therm Center Srl,bidder,,Iasi
RO_body_b2e6aa79d5c5d9360c8d289d958208a2c2755bd4a58125426c3642376f9186b6,Climatec S.R.L.,bidder,,Piatra Neamt
hash::group_RO_body_cc61310b6cba784228ba64d854806d50e3ad2e3dc8a2418c99c4ee3355339832,Climaterm Design S.R.L.,bidder,,Buzau
RO_body_54cda8ce6318b61912296f8bd516e51f098533aeac5c8d75f713ae3534c5cac0,Climavent Construct S.R.L,bidder,,Cluj Napoca
RO_body_c921b190d2fd868c3618597bd7bf07f3355789fc84ed79c10eb354fa5ba0eb54,Climelec Instal S.R.L.,bidder,,Ploiesti
RO_body_0202532734dbba6ddbe1c50779073fc4e28df626c5ec237cece619144aa64182,Clini-Lab S.R.L.,bidder,,Targu Mures
EU_body_0202532734dbba6ddbe1c50779073fc4e28df626c5ec237cece619144aa64182,Clini-Lab Srl,bidder,,Targu Mures
RO_body_16099f6995a19a084450c8b5a9dc3851670879b9fe7d64fe51c9aea30a4c17a9,Clubul Sportiv Icsim,bidder,,Bucuresti
EU_body_9b37f5d8d2c51ef7781d7ee15f9eb959bcd778e523943e455516613cdb07a663,"Clubul Sportiv Universitar ""Universitatea"" Cluj-Napoca",buyer,OTHER,Cluj Napoca
EU_body_7e30521ee8eed8c71a5846edc189d6ba25c65d958fb7da0e09d6ef701b762e6e,Clubul Sportiv Universitatea Brasov,buyer,OTHER,Brasov
EU_body_943b6426d67caadb68d54a6302e863802a814af5bad46cbaf7d456c9063750be,Cmv Benyovszki Sandor,bidder,,Oradea
EU_body_8e6a3ff9020c8040f2a9ab0337b5c93d0c273afe586b3838957a1cc855d6ca88,Cmv Dr Bondrea Laura,bidder,,Baia Mare
EU_body_65a82a467d28e2288688d7a244fe05446cbc92b25b4580d0f3c272f49ca56101,Cmv Dr Stancu Constantin,bidder,,Pitesti
EU_body_f9e9c2e9c84391f87cd5c2903dc719f0b33e104259ac96ea9b0ec0b3f53878c5,Cmv Dr. Baclea Roxana,bidder,,Ploiesti
EU_body_30a8f8b86ad24ec60ef8c36a206a2311e4ece6b0d5b5f928500508914ab23d1d,Cmv Dr. Bondrea Laura,bidder,,Baia Mare
EU_body_16b39a3dd4009a410d10eca778567679cab33eb0a0f2dcba2acd070ad92e0e56,Cmv Dr. Ciobanu Gherghina,bidder,,Giurgiu
EU_body_35fe2e9cc1a0bd005c5b849d5ae77feb0c2ded9620a6fdb9354d0712a8672649,Cmv Dr. Dumitru Radu,bidder,,Pitesti
EU_body_de41e1f6572bbd5bfbfebf45819d03d01b2bd462e88823a6b64032e536c6a35d,Cmv Dr.Bogdan Cornel,bidder,,Pitesti
EU_body_b7309e30626f7c9baf3e93b9ad2dc6bc364564ff3f60bbd5c232b692821c483e,Cmv Dr.Sarkany Francisc,bidder,,Bistrita
EU_body_993907a31bf028914eb0717ca57a696722930c21a7db67b1d5a063fa890400a0,Cmv Drcoman Virgil,bidder,,Slobozia
EU_body_b5e2e18fbbef939fbe828da46826774fccef60c7112d6e09d04c18aed04e6091,Cmv Dudas Livia,bidder,,Oradea
EU_body_b32fdf0ab7de53b98d06b86713e7d3a07075bc9b46c0d944386906ddc7b5a15d,Cmv Kiss Barna,bidder,,Targu Mures
EU_body_baacf53a0b777efea8b065f66365c84af37092102828bf71e74262d24f578509,Cmv Luca Daniel Silviu,bidder,,Targu Mures
EU_body_9653b27d1425b2500aa5a2f6b2433a6fdb0abd7c98c59bfa017375bf4695db1e,Cmv Moise Gheorghe,bidder,,Slobozia
EU_body_b3b01ee507f529a62da444dadc17c5c3cac228f29046744f6484251378c32f2d,Cmv Pop Ciprian,bidder,,Oradea
EU_body_79cc801b480fd89d574c1bc2abfa11ffd34f58a63386537da487d023f5e2bd73,Cmv. Dr Mohora Cristian Ovidiu,bidder,,Pitesti
EU_body_9556a9cd9d4bd8e50c44aa39f5362a934c072a6a43569cc4417a2583e32bd183,Cmv. Dr Preda Stefan,bidder,,Pitesti
EU_body_80d5f39490cfb7e510425d2fa786c5fa0e4914e6583810eb5c59f68feb973183,Cmv. Dr Sarariu Cristian,bidder,,Pitesti
EU_body_ee319ba4ebfd5c8d9fea3e0328a77addd12a40bde9bc973682d610f3504b1941,Cmv. Dr Saru Contantin,bidder,,Slobozia
EU_body_29a8e04016e04b0d327c3313e1f27c045db7e6dcc24b4feb886eb1fedbf5bc8b,Cmv. Dr. Manole Lucia,bidder,,Pitesti
EU_body_e01affe8647c27c65bf8e92e0e31ba44771abc39ea9c00ee35d332cb7e3c8738,Cmvi Custura Marian Ionel,bidder,,Braila
EU_body_7785e317ae556884f223d448b7131f2ac1a8a7822ba43a0905fd1adde2b21f70,Cmvi Popescu Victor,bidder,,Braila
EU_body_b8f8b3539f8ac9b72cbab7532ca71d6e6412691d65e53a7ec7ef69c7f6948474,Cn Imprimeria Nationala Sa,bidder,,Bucuresti
EU_body_9f048248f35db53f7fd617bc8191fbd128d65c2cd51f1a3b1219010234c44a9a,Cn Posta Romana Sa,bidder,,Brasov
EU_body_325112bbd8d91bf23c9f6c5941fef75af7832a8c0679a24581a4231febb124dc,Cn Romarm Sa - Filiala Sc Metrom Sa,buyer,NATIONAL_AUTHORITY,Brasov
EU_body_63d028921a741aa83585eb7e6af041e1628b195a3a4c5e9d9a68a174356be351,Cn Unifarm Sa,bidder,,Bucuresti
EU_body_92d98e0605e9a6366c1c9a22bc76bf2df1be03b56ca929197393f38e7aa5f4b5,Co&Co Consumer 2002 S.R.L.,bidder,,Bucuresti
RO_body_4b5d41cc3c5fd0b0cc995252aa6657d37680f1b1e7f5427aa8c170a6ee3091e9,Co&Co Consumer 2002 S.R.L.,bidder,,Bucuresti
RO_body_70c52489236da9cba8afc014688d9132678b7d6bf6143ff2c8c7d8993567cfa1,Cobra Communications S.R.L.,bidder,,Bucuresti Sectorul 6
RO_body_2a262ba5f9b87a07217d2c49b1155d6b382484c9ef6ee41f4bf7a459a2a691a2,Cocktail Security S.R.L.,bidder,,Piatra Neamt
RO_body_b16a815bd3fd7c471e7f4d3de58720f991fcbb5acc9c5a8edb3c802639d5439f,Codasiv Com S.R.L.,bidder,,Braila
RO_body_18562d201c8ff0c8baf78ba51100a6f3f15a8f04b23497c199bd5b9eaa1d71ce,Codrut Com S.R.L.,bidder,,Braila
EU_body_f81aeb0b9f9a28fb3f5ea116a36ebab513a40a4a77c59277668b9ada32eaa81c,Colina Motors S.R.L.,bidder,,Bucuresti
RO_body_fc346d71b2a7a916dfea45c48920cdbf29ba05e30c67f8424b406f4ccb71b50e,Colinstal Cons S.R.L.,bidder,,Ploiesti
RO_body_f4edb4cdf6bc34c9254f3460c0b7ac4c60a510bb31cf983478d8b3dd92d2c326,Colonial S.A.,bidder,,Bucuresti Sectorul 3
RO_body_42e3bf8112f51279a8e59fc0d613c0639c7009cef408343d2e77998f5756c024,Color Chim S.R.L.,bidder,,Slatina
EU_body_290a24c2d603d5da6b79c5569c82f4215acfb61d07590f476716a9621b0c0edc,Colterm Sa Timitˇoara,buyer,PUBLIC_BODY,Timisoara
RO_body_1b1191c903b9ec871bdb61dc1517ec88e049fed5c4ebe54d01326e80e85a4a83,Com Danimex S.R.L.,bidder,,Braila
RO_body_c6fef548b7812c07df89ebed744ceda01364d2da202e1853afadc318165484a2,Com Electro Service S.R.L.,bidder,,Deva
RO_body_e50891ab506aec29c9e434f7f23bae8502e5131699cfb89b3b67e477e0437b9c,Com Fortuna 93 S.R.L.,bidder,,Buzau
EU_body_e50891ab506aec29c9e434f7f23bae8502e5131699cfb89b3b67e477e0437b9c,Com Fortuna 93 Srl,bidder,,Buzau
RO_body_62eabfe9977dbdc914cd62cb009aceaf925551b06ee32aac411bff40d5c1fc30,Com Inox S.R.L.,bidder,,Bucuresti Sectorul 5
RO_body_d4a7b2ba0583724c0838fac57376ea9fc8b17e3ca25bd9d66b49a32f48c6e1f5,Com Service Computer S.R.L,bidder,,Buzau
RO_body_4b34bf28ee91ab0f338de0b53855bd4fb139487ddc308a71506a9cbc225a2bfc,Com Tel S.R.L.,bidder,,Buzau
RO_body_d571e4aa1515af08eafba560a98d33e29ac968d7cb4b71c6b4c3f8b290255fc1,Com Tessis S.R.L.,bidder,,Alexandria
RO_body_d2b48a90a8c89e7f681cec96a64b24023e337c5153b3809f8970f53e1a52bf05,Comalex S.R.L.,bidder,,Tulcea
RO_body_d3ff939c8b7bae28d820eb00b12f9fa936a54f3455442e7cc6617fed7de04178,Comalin S.R.L.,bidder,,Ploiesti
RO_body_46439606774bac5c212afeb7ab4d794c2ee61772d95272d56bcbc077f34255d1,Comandor S.R.L.,bidder,,Timisoara
RO_body_3d46d373d2d7d409080b7ad641a4352442fea066d48fcb2b10304ac2bbccfd21,Comat Autobenz S.A.,bidder,,Buzau
EU_body_954f6ae3fb6a08187ef6a2ce5fe70e9b3ddf4087d0b11ceb5029782ff58757da,Comat Constanta S.A.,bidder,,Constanta
hash::group_RO_body_954f6ae3fb6a08187ef6a2ce5fe70e9b3ddf4087d0b11ceb5029782ff58757da,Comat Constanta S.A.,bidder,,Constanta
RO_body_f78cd4d4ba1eb831fc8a31a8e3a38abc507b4e6176cbc822611c0532b49e6d73,Comat Dolj S.A.,bidder,,Craiova
RO_body_131fc54c2ea5296107a45386f71cabf08c8a09bb69d8db84a819f1d0382df7fc,Comat Electro S.A.,bidder,,Bucuresti Sectorul 3
hash::group_RO_body_e476b589578035621cbb13b025c540db0223e192938698f7b7db78d37d6a0cb5,Comat S.A.,bidder,,Iasi
RO_body_83e604f44b0296f59a96e84715194e46cb2fe0dcfadb7b5bd5841c213bb4adfc,Comatchim S.A.,bidder,,Bucuresti Sectorul 2
RO_body_b69e2e595f8a3aa187bfef0bb24bf8288e4c76850432f9d5ba9d440cc9301af1,Comcereal S.A.,bidder,,Vaslui
RO_body_803c974775d5fc2e330cebbce8466dee6281bbd59b2790668c23b7f94d801370,Comcolor S.R.L.,bidder,,Miercurea Ciuc
RO_body_84b8e053565d2ddebf6d5bd29e3e4f9b12dfa3a34012b51eb8062aa4784bba4d,Comensero S.R.L.,bidder,,Brasov
RO_body_6bf9108fb5930338fabbc77947a0185b34de083064e131c427b1f1f8819fbee9,Comercial Triumf S.R.L.,bidder,,Braila
RO_body_746542526348e44364cc49dcaf056be09cb5049546cc8a7428fdc20ae353467e,Comert Bogyo S.R.L.,bidder,,Sfantu Gheorghe
RO_body_6d24e8fc0586ee2f2d81be3a5b14de6baf4b332f79908d8d471d0cdd1550c7bc,Comex Rom S.R.L.,bidder,,Bucuresti Sectorul 1
RO_body_a7698948440599fef0cb97eb46c7ad0fe620dc2d4098c25833db8bd5b33613b3,Comforex Impex S.R.L.,bidder,,Constanta
RO_body_1aa4bd98bdeaccfc31346f9fd0a27fe223f9aa5c9c17b2c727af34e514579b94,Comfrig S.R.L.,bidder,,Zalau
RO_body_7b49f57984384c1f2628047c3732e6e3975e96bc3a4138f471168cb09697c577,Comgar International S.R.L.,bidder,,Bucuresti Sectorul 6
EU_body_3f8857f22c25454236e366736f6b11063e69ce7389f3116f2be7ffb9849ef499,Comgar International Srl,bidder,,Bucuresti
RO_body_6b52e86068838a75b37a4ccd19683ed35859b7c5e4cf911d34a1d2bf09b6a526,Com-Gex S.R.L.,bidder,,Bucuresti Sectorul 2
RO_body_133de3adf92f94bfa667dcafc7694352092be1e1262fd995bfff03b33044be2d,Comgraf S.R.L.,bidder,,Galati
RO_body_972e81f4f5f5feff538f7d2e6d39d29ef1b63b62def9f3245ea5fb5dd79a5b53,Comiga Prodimpex S.R.L.,bidder,,Bucuresti
EU_body_1324ea33d16c9c7e6dfc1080aeece7928b1de48bb960f6f4dda56a674c7e6003,Comisia De Supraveghere A Asigurarilor,buyer,OTHER,Bucuresti
EU_body_5dde029028edc95d2e22a50e8096d705a89de98fea4c0f4f0e108098c47c6b44,Comisia De Supraveghere A Asigurarilor,buyer,OTHER,Bucuresti
EU_body_e24e20c5a7784ead4ca4d891f5407db64b0934fdc190cdc0cffc2cf804beb890,Comisia Nationala A Valorilor Mobiliare,buyer,PUBLIC_BODY,Bucuresti
hash::group_RO_body_015a6d0c97ba9fc9bae67dfe24a41ed0edb3759ac36e348564b48b460e3ded6b,Comision Trade S.R.L.,bidder,,Braila
EU_body_2caf89a078f0a071ea4a3827f43ea388f00efd4d26e8ef39f61c720c9ed756d9,Comision Trade Srl,bidder,,Braila
RO_body_8ba93994d97b6ea261b3240ef7ca248e47c6c45f4246366598165f1190981f28,Comitel S.R.L.,bidder,,Iasi
RO_body_c1cd8d406e6612c203e266b194961f0759b5de620c93c34aa02384259e7bf952,Comitetul National Paralimpic,buyer,,Bucuresti
EU_body_85652e8d5d1329f030560ecb2d2d526ce599798f2e055df5b606cfc08e36fa4c,Comitetul Olimpic Si Sportiv Roman,buyer,OTHER,Bucuresti
RO_body_3526f9d15886f116c1304046c37e0981bc58271417e48ff276e6234c88ac03c1,Comitetul Olimpic Si Sportiv Roman,buyer,,Bucuresti
RO_body_e35d1acf30e2ab73d97136bb97a4af54b4aefb25c0fdc3b53e15f1c6366f5f3c,Comlemn S.R.L.,bidder,,Braila
RO_body_237f515a57c6ed0a5162eb43a3ec608603ab7bb9e21094113ff469a9d0547a17,Comlemn S.R.L.,bidder,,Oradea
EU_body_13e481abe2738bea688f5a2c6d7b5a2520977ebe5d4897afbeaef1f36d737947,Comlibris S.R.L.,bidder,,Deva
RO_body_7e52762a1cb46c480ed3bb38463eb0bcbdfea2be87ded2016f10fc92e615d57f,Comlibris S.R.L.,bidder,,Deva
RO_body_1804ffed8e9e4e130b51b02c1206d7c5f1e2c723574f84218f9421286fa22712,Comlorela S.R.L.,bidder,,Bistrita
RO_body_89062e4d6126bc5096953aae5ecc6fa0619bec88f38b2f1262a14ab61ca6d9d1,Common S.R.L.,bidder,,Bucuresti Sectorul 2
RO_body_feace1541f03fc4133ed5c124f716a10fb3e0824e1c13fc8bbf18d2d8ac1842b,Compact 95 Prod Exim S.R.L.,bidder,,Bucuresti
RO_body_f02a7b78e5ae47eb03c99e8ba26ae581c64e26fbd195e322f4588a2faf1a57b8,Compact Company Prodcom S.R.L.,bidder,,Suceava
EU_body_2ffdb5b22b287c9ae26138f8084a0cf0a509672a603242138a1da5a179a96474,Compact Industrial S.R.L.,bidder,,Bucuresti
RO_body_46a3869ac4d7dc3780c8f3c18ea2363feda77f5dbf4ce50394c041cdca02ee80,Compact Plus S.R.L.,bidder,,Sibiu
RO_body_b91eb18a3e47867a7a0fb07fe19495f547d4d84682e1528835b28cc0805c4de5,Com-Pan 2001 Prodimpex S.R.L.,bidder,,Bucuresti Sectorul 2
EU_body_31852fc63bb1470b33208721120fa88d4fe4b4f74bf4288a8681ac0dd0d5cca5,Compania Apa Brasov,buyer,PUBLIC_BODY,Brasov
EU_body_97d4a889c7fcc94716feee5e9c9f2bc3ef48f983e976c861883a9a5111014be1,Compania Aquaserv Sa,buyer,UTILITIES,Targu Mures
EU_body_1b7173c4f0613a45ff53da922bc626e478fa3d4bc7bbd9aec18a273851922227,Compania De Apa Olt Sa,buyer,PUBLIC_BODY,Slatina
EU_body_f167dd12f492746717660302bef1ae1cd307d476e3293cb9587578992bf8be0d,Compania De Apa Oltenia Sa,buyer,UTILITIES,Craiova
EU_body_e6a2528806560a36e8e0e5b82b3539bd62f1ecaf4529e1841911a54fd03d0f55,Compania De Apa Somes S.A.,buyer,PUBLIC_BODY,Cluj Napoca
hash::group_EU_body_e6a2528806560a36e8e0e5b82b3539bd62f1ecaf4529e1841911a54fd03d0f55,Compania De Apa Somes Sa,buyer,UTILITIES,Cluj Napoca
EU_body_0fd07a44f285c88b3b5faa060d5cf47645f6c1be668fed876233445a5512d6ef,Compania De Transport Public Sa Arad,buyer,PUBLIC_BODY,Arad
EU_body_773701fd6be37287665779e90295c1749bee33fa2a0eb8de793b4965b669c431,Compania De Utilitati Publice Dunarea Braila,buyer,PUBLIC_BODY,Braila
EU_body_edf99e41f0107c8634f1f8125ab751f4ea43e643fdec1fff5a5d1dacedba8187,Compania De Utilitati Publice Ra Foctˇani,buyer,PUBLIC_BODY,Focsani
EU_body_17dfb5b51e86e946f8b539a6bdcbde58f3e096dc87e96c10a5baf1f75cbacb79,Compania Judeteana Apa Serv Sa Neamt,buyer,UTILITIES,Piatra Neamt
EU_body_108aa9a2625fbd88b82f87e9e16623cebca6dcd4c82fd07dcd827c4ed82961cb,"Compania Nationala ""Administratia Porturilor Maritime"" Sa Constanta",buyer,PUBLIC_BODY,Constanta
RO_body_0d4e96377f614c7fe81f4cc4ba264414fb72db1c438fb0c77b0186e91645b36c,"Compania Nationala ""Administratia Porturilor Maritime"" Sa Constanta",buyer,,Constanta
